id,set_code,set_name,card_number,name,type,hp,rarity,abilities,attacks,weakness,retreat_cost,image_url,card_url,evolution_stage,evolves_from,evolves_to,evolution_type,base_pokemon_id,is_evolution,evolution_method
d375a383-52b3-4c4b-9649-3e8f7b4556a7,B3a,Paradox Drive B3a,17,Iron Hands,Lightning,120,◊,,LLC Successive Slapping: 70x - Flip 2 coins. This attack does 70 damage for each heads.,Fighting,3,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/B3a/B3a_017_EN_SM.webp,https://pocket.limitlesstcg.com/cards/B3a/17,Basic,,,Regular,,false,
12b670c2-656d-4d86-866c-059a139e1bdf,B3a,Paradox Drive B3a,18,Iron Thorns,Lightning,110,◊◊,,"LL Binary Thunder 40+: - If your opponent's Active Pokémon is a Pokémon ex, this attack does 40 more damage.",Fighting,3,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/B3a/B3a_018_EN_SM.webp,https://pocket.limitlesstcg.com/cards/B3a/18,Basic,,,Regular,,false,
f78f5d8c-63f9-4670-a881-b607e4e1df41,B3a,Paradox Drive B3a,19,Miraidon ex,Lightning,140,◊◊◊◊,,CCC Hadron Ray 20+: - This attack does 20 more damage for each [L] Energy attached to this Pokémon.,Fighting,2,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/B3a/B3a_019_EN_SM.webp,https://pocket.limitlesstcg.com/cards/B3a/19,Basic,,,Regular,,false,
28d987a6-805a-4ede-9e0f-745c87d7871b,B3a,Paradox Drive B3a,20,Espeon,Psychic,90,◊◊,,P Hypnoblast: 40 - Your opponent's Active Pokémon is now Asleep.,Darkness,1,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/B3a/B3a_020_EN_SM.webp,https://pocket.limitlesstcg.com/cards/B3a/20,Basic,,,Regular,,false,
39c3d283-905c-4966-aee3-d4db527940e5,B3a,Paradox Drive B3a,21,Flittle,Psychic,40,◊,,"P Psy Bolt: 10 - Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.",Darkness,1,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/B3a/B3a_021_EN_SM.webp,https://pocket.limitlesstcg.com/cards/B3a/21,Basic,,,Regular,,false,
cd32af21-4bfd-4837-babc-9f36aa301429,B3a,Paradox Drive B3a,22,Espathra,Psychic,100,◊◊,,"PP Lumina Crash: 50 - During your next turn, the Defending Pokémon takes +50 damage from attacks.",Darkness,1,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/B3a/B3a_022_EN_SM.webp,https://pocket.limitlesstcg.com/cards/B3a/22,Basic,,,Regular,,false,
06402621-806b-43f4-b6cc-f12f52224fc8,B3a,Paradox Drive B3a,23,Greavard,Psychic,70,◊,,P Sharp Fang: 20,Darkness,2,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/B3a/B3a_023_EN_SM.webp,https://pocket.limitlesstcg.com/cards/B3a/23,Basic,,,Regular,,false,
352148d7-0120-490d-870f-84e856b9d7f8,B3a,Paradox Drive B3a,24,Houndstone,Psychic,130,◊◊,,PCC Spooky Shot: 70,Darkness,3,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/B3a/B3a_024_EN_SM.webp,https://pocket.limitlesstcg.com/cards/B3a/24,Basic,,,Regular,,false,
65ea0eaf-b03d-48a2-81e1-3df64227eadc,B3a,Paradox Drive B3a,25,Scream Tail,Psychic,70,◊,,"PP Shooing Shout: - Flip 2 coins. If both of them are heads, discard your opponent's Active Pokémon.",Darkness,1,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/B3a/B3a_025_EN_SM.webp,https://pocket.limitlesstcg.com/cards/B3a/25,Basic,,,Regular,,false,
de90e580-e6a7-4e5c-833d-81c245783af7,B3a,Paradox Drive B3a,26,Flutter Mane ex,Psychic,130,◊◊◊◊,,"PP Spellbinding Start: 70 - If this is the first time this Pokémon has used an attack after coming into play, during your opponent's next turn, they can't use any Trainer cards from their hand.",Metal,1,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/B3a/B3a_026_EN_SM.webp,https://pocket.limitlesstcg.com/cards/B3a/26,Basic,,,Regular,,false,
a75dfa4f-53f7-4d72-bcb7-2a0d1141958b,B3a,Paradox Drive B3a,27,Iron Valiant,Psychic,100,◊◊◊,,PP Slicing Blade: 50,Metal,2,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/B3a/B3a_027_EN_SM.webp,https://pocket.limitlesstcg.com/cards/B3a/27,Basic,,,Regular,,false,
bf43bb83-17e8-44ed-89d9-1f25ffde3834,B3a,Paradox Drive B3a,28,Iron Leaves,Psychic,90,◊◊◊,,"PCC Avenging Edge 50+: - If any of your Pokémon were Knocked Out by damage from an attack during your opponent's last turn, this attack does 50 more damage.",Darkness,1,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/B3a/B3a_028_EN_SM.webp,https://pocket.limitlesstcg.com/cards/B3a/28,Basic,,,Regular,,false,
285be0dc-5a7f-4f9b-98c9-6422899a27bd,B3a,Paradox Drive B3a,29,Iron Boulder,Psychic,120,◊◊◊,,"PPCC Modular Axe 80+: - If this Pokémon has a Pokémon Tool attached, this attack does 40 more damage.",Darkness,3,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/B3a/B3a_029_EN_SM.webp,https://pocket.limitlesstcg.com/cards/B3a/29,Basic,,,Regular,,false,
e55a2d38-e444-412f-b2a7-f2f70046cdc9,B3a,Paradox Drive B3a,30,Iron Crown,Psychic,100,◊◊◊,,CC Enumerating Blade 10+: - This attack does 20 more damage for each of your opponent's Benched Pokémon.,Darkness,2,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/B3a/B3a_030_EN_SM.webp,https://pocket.limitlesstcg.com/cards/B3a/30,Basic,,,Regular,,false,
2d32b5f0-fcfb-41bf-b1af-b57c4435d227,B3a,Paradox Drive B3a,31,Nacli,Fighting,70,◊,,F Headbutt: 20,Grass,2,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/B3a/B3a_031_EN_SM.webp,https://pocket.limitlesstcg.com/cards/B3a/31,Basic,,,Regular,,false,
7e28564f-8101-48ce-b785-65d0a01fbb37,B3a,Paradox Drive B3a,32,Naclstack,Fighting,110,◊,,FF Rock Throw: 50,Grass,3,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/B3a/B3a_032_EN_SM.webp,https://pocket.limitlesstcg.com/cards/B3a/32,Basic,,,Regular,,false,
3d2754f5-affe-4f41-ba02-b6b6cc0c50f1,B3a,Paradox Drive B3a,33,Garganacl,Fighting,150,◊◊◊,,FFF Land Crush: 90,Grass,3,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/B3a/B3a_033_EN_SM.webp,https://pocket.limitlesstcg.com/cards/B3a/33,Basic,,,Regular,,false,
380101bb-f85a-403e-a922-6dadfd41710f,B3a,Paradox Drive B3a,34,Great Tusk,Fighting,120,◊◊,,FF Shaking Stomp: 80 - This attack also does 20 damage to each of your Benched Pokémon.,Psychic,3,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/B3a/B3a_034_EN_SM.webp,https://pocket.limitlesstcg.com/cards/B3a/34,Basic,,,Regular,,false,
1af8eb13-820d-46f1-88ea-04a868c2b4c9,B3a,Paradox Drive B3a,35,Sandy Shocks,Fighting,100,◊◊,,"FFC Pull In and Pound: - Switch in 1 of your opponent's Benched Pokémon to the Active Spot. If you do, this attack does 50 damage to the new Active Pokémon.",Grass,2,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/B3a/B3a_035_EN_SM.webp,https://pocket.limitlesstcg.com/cards/B3a/35,Basic,,,Regular,,false,
9bbf8395-3bf5-4155-a998-a0bfe6e5f6f3,B3a,Paradox Drive B3a,36,Koraidon ex,Fighting,150,◊◊◊◊,,FFF World Wrecker: 110 - Discard the top card of your deck.,Psychic,2,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/B3a/B3a_036_EN_SM.webp,https://pocket.limitlesstcg.com/cards/B3a/36,Basic,,,Regular,,false,
a102aaa0-cc6b-42d0-958d-b80a2cf625b3,B3a,Paradox Drive B3a,37,Umbreon,Darkness,100,◊◊,,DC Confuse Ray: 50 - Your opponent's Active Pokémon is now Confused.,Grass,2,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/B3a/B3a_037_EN_SM.webp,https://pocket.limitlesstcg.com/cards/B3a/37,Basic,,,Regular,,false,
b66214b3-6253-4113-a078-39ea248ce4ed,B3a,Paradox Drive B3a,38,Sneasel,Darkness,60,◊,,"D Quick Attack 10+: - Flip a coin. If heads, this attack does 20 more damage.",Grass,1,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/B3a/B3a_038_EN_SM.webp,https://pocket.limitlesstcg.com/cards/B3a/38,Basic,,,Regular,,false,
6b758a35-5a29-4feb-8797-e75f16084cca,B3a,Paradox Drive B3a,39,Weavile,Darkness,90,◊◊,,"D Raid 40+: - If this Pokémon evolved from Sneasel during this turn, this attack does 20 more damage.",Grass,1,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/B3a/B3a_039_EN_SM.webp,https://pocket.limitlesstcg.com/cards/B3a/39,Basic,,,Regular,,false,
024cd6ea-f01c-4a4b-9357-d9d2f29f8888,B3a,Paradox Drive B3a,40,Sableye,Darkness,60,◊◊,,"C Jeweled Gift: - Take a random Energy from among [G], [R], [W], [L], [P], [F], [D], and [M] Energy from your Energy Zone and attach it to 1 of your Benched Pokémon.",Grass,1,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/B3a/B3a_040_EN_SM.webp,https://pocket.limitlesstcg.com/cards/B3a/40,Basic,,"Mega Sableye ex, Mega Sableye ex, Mega Sableye ex",Regular,,false,
1f53cb37-a163-412c-b54b-ad6cacdf6094,B3a,Paradox Drive B3a,41,Pawniard,Darkness,50,◊,,D Slash: 30,Grass,1,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/B3a/B3a_041_EN_SM.webp,https://pocket.limitlesstcg.com/cards/B3a/41,Basic,,,Regular,,false,
755ae463-0dad-4be6-ab1e-715810c5f864,B3a,Paradox Drive B3a,42,Bisharp,Darkness,80,◊,,D Dark Cutter: 50,Grass,1,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/B3a/B3a_042_EN_SM.webp,https://pocket.limitlesstcg.com/cards/B3a/42,Basic,,,Regular,,false,
886cc14f-cff3-4bf8-863f-d5234fde52a9,B3a,Paradox Drive B3a,43,Kingambit,Darkness,140,◊◊◊,,DD Overlord’s Blade 60+: - This attack does 40 more damage for each time your Pokémon have been Knocked Out during this game.,Grass,3,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/B3a/B3a_043_EN_SM.webp,https://pocket.limitlesstcg.com/cards/B3a/43,Basic,,,Regular,,false,
bca1666b-b8bb-4460-9d83-4a4d13c8491b,B3a,Paradox Drive B3a,44,Glimmet,Darkness,60,◊,,D Hang Down: 20,Fighting,1,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/B3a/B3a_044_EN_SM.webp,https://pocket.limitlesstcg.com/cards/B3a/44,Basic,,,Regular,,false,
1697260a-e98a-49a8-b0ee-2b76b5a0ec8a,B3a,Paradox Drive B3a,45,Glimmora,Darkness,90,◊◊◊,,D Venomous Hit: 30 - Your opponent's Active Pokémon is now Poisoned.,Fighting,2,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/B3a/B3a_045_EN_SM.webp,https://pocket.limitlesstcg.com/cards/B3a/45,Basic,,,Regular,,false,
5af6d017-943a-4d56-83b5-f488015352b6,B3a,Paradox Drive B3a,46,Iron Jugulis,Darkness,100,◊◊,,DDC Blasting Wind: 70,Grass,2,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/B3a/B3a_046_EN_SM.webp,https://pocket.limitlesstcg.com/cards/B3a/46,Basic,,,Regular,,false,
59e77c8a-2b43-4f17-bd3c-027ecd122049,B3a,Paradox Drive B3a,47,Roaring Moon,Darkness,100,◊◊◊,,DDC Wind of Darkness: 70,Grass,1,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/B3a/B3a_047_EN_SM.webp,https://pocket.limitlesstcg.com/cards/B3a/47,Basic,,,Regular,,false,
652860a3-6ff5-42e1-a614-04b459956556,B3a,Paradox Drive B3a,48,Corviknight,Metal,140,◊◊,,MM Metal Claw: 90,Fire,2,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/B3a/B3a_048_EN_SM.webp,https://pocket.limitlesstcg.com/cards/B3a/48,Basic,,,Regular,,false,
595d6a24-fd1c-40f4-add0-36b906fe5065,B3a,Paradox Drive B3a,49,Cufant,Metal,100,◊,,MCC Strength: 60,Fire,3,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/B3a/B3a_049_EN_SM.webp,https://pocket.limitlesstcg.com/cards/B3a/49,Basic,,,Regular,,false,
055d407a-ba3b-401b-80d6-3aa835ec7c9b,B3a,Paradox Drive B3a,50,Copperajah,Metal,170,◊◊,,MMCC Iron Swing: 100x - Flip 2 coins. This attack does 100 damage for each heads.,Fire,4,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/B3a/B3a_050_EN_SM.webp,https://pocket.limitlesstcg.com/cards/B3a/50,Basic,,,Regular,,false,
15144124-6e82-4556-bfce-bd234dcdc7b4,B3a,Paradox Drive B3a,51,Iron Treads,Metal,100,◊◊,,MMC Roll and Release 50+: - Flip a coin until you get tails. This attack does 30 more damage for each heads.,Fire,2,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/B3a/B3a_051_EN_SM.webp,https://pocket.limitlesstcg.com/cards/B3a/51,Basic,,,Regular,,false,
1e1dd3a4-0fec-4e82-8564-f5a86e0ae356,B3a,Paradox Drive B3a,52,Altaria,Dragon,100,◊◊,,"C Fly: 50 - Flip a coin. If tails, this attack does nothing. If heads, during your opponent's next turn, prevent all damage from—and effects of—attacks done to this Pokémon.",none,1,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/B3a/B3a_052_EN_SM.webp,https://pocket.limitlesstcg.com/cards/B3a/52,Basic,,"Mega Altaria ex, Mega Altaria ex, Mega Altaria ex, Mega Altaria ex",Regular,,false,
a2d849c9-8994-48cc-b8b1-4317cc59e77a,B3a,Paradox Drive B3a,53,Walking Wake,Dragon,110,◊◊◊,,"RW Sweeping Billow: 60 - Discard an Energy from this Pokémon, and this attack also does 20 damage to each of your opponent's Benched Pokémon.",none,2,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/B3a/B3a_053_EN_SM.webp,https://pocket.limitlesstcg.com/cards/B3a/53,Basic,,,Regular,,false,
55fe155e-c5de-4051-86f5-a24561da4e78,B3a,Paradox Drive B3a,54,Gouging Fire,Dragon,110,◊◊◊,,"RLC Scorching Interruption: 100 - Discard 2 Energy from this Pokémon. During your opponent's next turn, this Pokémon takes −30 damage from attacks.",none,2,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/B3a/B3a_054_EN_SM.webp,https://pocket.limitlesstcg.com/cards/B3a/54,Basic,,,Regular,,false,
bf3e909d-595f-484f-b43d-f40243e1eb44,B3a,Paradox Drive B3a,55,Raging Bolt,Dragon,130,◊◊◊,,WWLLC Baneful Boom: - Discard all Energy from this Pokémon. Knock Out your opponent's Active Pokémon.,none,3,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/B3a/B3a_055_EN_SM.webp,https://pocket.limitlesstcg.com/cards/B3a/55,Basic,,,Regular,,false,
58b795c9-8162-4684-aa20-f2774e24ccf8,B3a,Paradox Drive B3a,56,Eevee,Colorless,50,◊,,"C Tail Whip: - Flip a coin. If heads, the Defending Pokémon can't attack during your opponent's next turn.",Fighting,1,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/B3a/B3a_056_EN_SM.webp,https://pocket.limitlesstcg.com/cards/B3a/56,Basic,,,Regular,,false,
a9d488bd-0878-4d7e-9487-b9a120dbb523,B3a,Paradox Drive B3a,57,Girafarig,Colorless,70,◊,,CC Headbang: 30,Fighting,1,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/B3a/B3a_057_EN_SM.webp,https://pocket.limitlesstcg.com/cards/B3a/57,Basic,,,Regular,,false,
8cad36aa-0d39-4eec-aa6d-30bf1de716a6,B3a,Paradox Drive B3a,58,Farigiraf,Colorless,120,◊,,CC Double Hit: 60x - Flip 2 coins. This attack does 60 damage for each heads.,Fighting,1,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/B3a/B3a_058_EN_SM.webp,https://pocket.limitlesstcg.com/cards/B3a/58,Basic,,,Regular,,false,
6266e6f9-1649-4885-99e0-228a0a6b4aac,B3a,Paradox Drive B3a,59,Dunsparce,Colorless,60,◊◊,,CC Rollout: 30,Fighting,1,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/B3a/B3a_059_EN_SM.webp,https://pocket.limitlesstcg.com/cards/B3a/59,Basic,,,Regular,,false,
607a4389-e964-4128-aebb-fe6e21991f60,B3a,Paradox Drive B3a,60,Dudunsparce,Colorless,100,◊◊◊,,"CC Sudden Drilling: 60 - If this Pokémon evolved from Dunsparce during this turn, discard 2 random Energy from your opponent's Active Pokémon.",Fighting,3,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/B3a/B3a_060_EN_SM.webp,https://pocket.limitlesstcg.com/cards/B3a/60,Basic,,,Regular,,false,
ca4afeeb-dc32-42a2-abcc-53499b36c4a7,B3a,Paradox Drive B3a,61,Swablu,Colorless,50,◊,,C Fury Attack: 10x - Flip 3 coins. This attack does 10 damage for each heads.,Lightning,1,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/B3a/B3a_061_EN_SM.webp,https://pocket.limitlesstcg.com/cards/B3a/61,Basic,,,Regular,,false,
508319c1-bff1-45e7-bc0d-5e1098a31908,B3a,Paradox Drive B3a,62,Rufflet,Colorless,70,◊,,CC Peck: 30,Lightning,1,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/B3a/B3a_062_EN_SM.webp,https://pocket.limitlesstcg.com/cards/B3a/62,Basic,,,Regular,,false,
60c87b6d-2d31-4c6e-b954-3cd7ba1203c3,B3a,Paradox Drive B3a,63,Braviary,Colorless,120,◊,,CCC Brave Bird: 100 - This Pokémon also does 20 damage to itself.,Lightning,2,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/B3a/B3a_063_EN_SM.webp,https://pocket.limitlesstcg.com/cards/B3a/63,Basic,,,Regular,,false,
e25b22f7-5188-4242-bc27-974ac4e3ffcb,B3a,Paradox Drive B3a,64,Hawlucha,Colorless,80,◊,,C Acrobatics 10+: - Flip 2 coins. This attack does 20 more damage for each heads.,Lightning,1,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/B3a/B3a_064_EN_SM.webp,https://pocket.limitlesstcg.com/cards/B3a/64,Basic,,,Regular,,false,
0688315a-7519-440a-aa07-8de187d4680a,B3a,Paradox Drive B3a,65,Rookidee,Colorless,60,◊,,"C Claw: 40 - Flip a coin. If tails, this attack does nothing.",Lightning,1,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/B3a/B3a_065_EN_SM.webp,https://pocket.limitlesstcg.com/cards/B3a/65,Basic,,,Regular,,false,
c97bd6ac-c967-4c73-8f51-d2277d708e9e,B3a,Paradox Drive B3a,66,Corvisquire,Colorless,70,◊,,C Flap: 40,Lightning,1,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/B3a/B3a_066_EN_SM.webp,https://pocket.limitlesstcg.com/cards/B3a/66,Basic,,,Regular,,false,
ec0fe5a4-62bc-47d7-9432-33fce27efdf5,B3a,Paradox Drive B3a,67,Flamigo,Colorless,90,◊,,CCC Nosedive: 80 - This Pokémon also does 20 damage to itself.,Lightning,1,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/B3a/B3a_067_EN_SM.webp,https://pocket.limitlesstcg.com/cards/B3a/67,Basic,,,Regular,,false,
fbb5ce95-61cf-4fbc-b0bd-422263299631,B3a,Paradox Drive B3a,68,Terapagos ex,Colorless,150,◊◊◊◊,,CCC Prism Impact 80+: - This attack does 20 more damage for each type of Energy attached to this Pokémon.,Fighting,2,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/B3a/B3a_068_EN_SM.webp,https://pocket.limitlesstcg.com/cards/B3a/68,Basic,,,Regular,,false,
ffc8158b-ef10-4ce9-9a74-5d454776ea73,B3a,Paradox Drive B3a,69,Ancient Booster Energy Capsule,,,◊◊,,,,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/B3a/B3a_069_EN_SM.webp,https://pocket.limitlesstcg.com/cards/B3a/69,Basic,,,Regular,,false,
767627aa-e135-4767-9edf-530165a0fe32,B3a,Paradox Drive B3a,70,Future Booster Energy Capsule,,,◊◊,,,,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/B3a/B3a_070_EN_SM.webp,https://pocket.limitlesstcg.com/cards/B3a/70,Basic,,,Regular,,false,
